,Country,Country Group,OPEC Member,Year, Crude oil production,Oil demand,Crude oil exports,Imports of crude oil,GDP,Oil Price
2153,Malaysia,Other Asia,No,1996,632.948,434.2349726775957,360.20789,27.203768758526603,100854996422.609,20.64
2154,Mexico,OECD Americas,No,1996,2858.189,1820.1338797814208,1619.199095890411,,397404140458.457,20.64
2155,Nigeria,Africa ,Yes,1996,1863.067,209.05413435410927,1812.9,0.0,34987951375.0,20.64
2156,Norway,OECD Europe,No,1996,3030.781,,2803.325890410959,,163517783497.163,20.64
2157,Oman,Middle East ,No,1996,882.5880000000001,,,,15277763328.9987,20.64
2158,Qatar,Middle East ,No,1996,487.172,22.99171812988592,367.0,0.0,9059340384.61539,20.64
2159,Russia,Russia,No,1996,5861.878,2752.707859958971,2519.21805,134.74,,20.64
2160,Saudi Arabia,Middle East ,Yes,1996,8102.3,1154.947273972603,6109.3,0.0,158662398744.993,20.64
2161,Sudans,Africa ,No,1996,2.35,,0.0,,,20.64
2162,Syrian Arab Rep.,Middle East ,No,1996,600.0,,,,,20.64
2163,Thailand,Other Asia,No,1996,55.134,773.775956284153,,662.122838,183035154107.494,20.64
2164,United Arab Emirates,Middle East ,Yes,1996,2161.3,413.1278510737641,1943.2,0.0,73571233996.1863,20.64
2165,United Kingdom,OECD Europe,No,1996,2517.756,1851.6120218579235,1553.4950410958904,843.43971,1408781591263.65,20.64
2166,United States,OECD Americas,No,1996,6464.543,18564.84699453552,110.0,7508.0,8100201000000.0,20.64
2167,Venezuela,Latin America,Yes,1996,2381.0,445.79539726027394,1976.4,0.0,,20.64
2168,Vietnam,Other Asia,No,1996,175.451,117.25409836065572,168.43699,,24657470574.7501,20.64
2169,Yemen,Middle East ,No,1996,356.708,,,,,20.64
2170,Belarus,,No,1996,,206.7,,209.7004,14756861538.4615,20.64
2171,Belgium,,No,1996,,592.983606557377,,637.8785479452055,281358175895.766,20.64
2172,Bulgaria,,No,1996,,111.0136612021858,,140.495014,10109404159.6402,20.64
2173,Croatia,,No,1996,,76.24863387978142,,72.48,23678012697.3612,20.64
2174,France,,No,1996,,1949.4781420765028,,1676.8668219178082,1614245416078.98,20.64
2175,Germany,,No,1996,,2922.469945355191,,2091.9694520547946,2503665193657.4,20.64
2176,I.R.Iran,,No,1996,,1192.99802739726,,,,20.64
2177,Italy,,No,1996,,1920.5437158469945,,1503.67893,1308929351236.04,20.64
2178,Japan,,No,1996,,5739.357923497268,,4471.22658,4833712542207.1,20.64
2179,Netherlands,,No,1996,,761.4590163934427,,1134.4954,445704575163.399,20.64
2180,New Zealand,,No,1996,,122.23497267759562,,,70140835299.0148,20.64
2181,Pakistan,,No,1996,,326.03551912568304,,,63320122807.1223,20.64
2182,Philippines,,No,1996,,371.7622950819672,,353.618658,82848140618.0266,20.64
2183,Poland,,No,1996,,361.53551912568304,,,159942880456.956,20.64
2184,Romania,,No,1996,,251.9672131147541,,147.139123,37182938696.0752,20.64
2185,Serbia,,No,1996,,76.50273224043715,,,20948677839.851,20.64
2186,Singapore,,No,1996,,589.7704918032787,,1117.05904,96403758865.2482,20.64
2187,South Africa,,No,1996,,454.27762263754806,,252.11149300664616,147607982694.857,20.64
2188,South Korea,,No,1996,,2101.147540983606,,1977.8858904109588,,20.64
2189,Spain,,No,1996,,1199.4234972677596,,1091.8503561643836,640998292394.588,20.64
2190,Syria,,No,1996,,248.5191256830601,,,,20.64
2191,Tunisia,,No,1996,,73.24590163934427,,,19587322786.1105,20.64
2192,Turkey,,No,1996,,633.9726775956284,,494.25918,181475555282.555,20.64
2193,Turkmenistan,,No,1996,,62.22,,,2379281767.9558,20.64
2194,Ukraine,,No,1996,,292.7459016393444,,184.74,44558077827.135,20.64
2195,Trinidad & Tobago,,No,1996,,,67.35511,42.77687671232877,,20.64
2196,Eqautorial Guinea,,No,1996,,,,0.0,,20.64
2197,Greece,,No,1996,,,,353.94172602739724,145861612825.595,20.64
2198,Morocco,,No,1996,,,,111.105753,43161452678.4383,20.64
2199,Sweden,,No,1996,,,,388.5908219178082,288103936773.039,20.64
2200,Arab World,,No,1996,,,,,578231297757.414,20.64
2201,Caribbean small states,,No,1996,,,,,23041792540.1097,20.64
2202,Central Europe and the Baltics,,No,1996,,,,,412961998506.857,20.64
2203,Early-demographic dividend,,No,1996,,,,,2709494744622.69,20.64
2204,East Asia & Pacific,,No,1996,,,,,8008587857961.38,20.64
2205,East Asia & Pacific (excluding high income),,No,1996,,,,,1524284386976.58,20.64
2206,East Asia & Pacific (IDA & IBRD countries),,No,1996,,,,,1521124062054.59,20.64
2207,Euro area,,No,1996,,,,,7612273118735.76,20.64
2208,Europe & Central Asia,,No,1996,,,,,11072726701921.7,20.64
2209,Europe & Central Asia (excluding high income),,No,1996,,,,,787851671889.755,20.64
2210,Europe & Central Asia (IDA & IBRD countries),,No,1996,,,,,947704910874.441,20.64
2211,European Union,,No,1996,,,,,9841349845359.83,20.64
2212,Heavily indebted poor countries (HIPC),,No,1996,,,,,132655593112.174,20.64
2213,High income,,No,1996,,,,,26070328906133.0,20.64
2214,IBRD only,,No,1996,,,,,5337081837421.85,20.64
2215,IDA & IBRD total,,No,1996,,,,,5703932322881.56,20.64
2216,IDA blend,,No,1996,,,,,156517602049.483,20.64
2217,IDA only,,No,1996,,,,,209101340746.376,20.64
2218,IDA total,,No,1996,,,,,365670737508.173,20.64
2219,Late-demographic dividend,,No,1996,,,,,3325689514009.88,20.64
2220,Latin America & Caribbean,,No,1996,,,,,2060739358051.35,20.64
2221,Latin America & Caribbean (excluding high income),,No,1996,,,,,1895254878114.76,20.64
2222,Latin America & the Caribbean (IDA & IBRD countries),,No,1996,,,,,1975504627489.28,20.64
2223,Least developed countries: UN classification,,No,1996,,,,,168214011924.789,20.64
2224,Low & middle income,,No,1996,,,,,5470746988300.43,20.64
2225,Low income,,No,1996,,,,,93313723634.6011,20.64
2226,Lower middle income,,No,1996,,,,,1259776454855.75,20.64
2227,Middle East & North Africa,,No,1996,,,,,802386209546.278,20.64
2228,Middle East & North Africa (excluding high income),,No,1996,,,,,395345201743.968,20.64
2229,Middle East & North Africa (IDA & IBRD countries),,No,1996,,,,,391918726612.071,20.64
2230,Middle income,,No,1996,,,,,5379214787657.32,20.64
2231,North America,,No,1996,,,,,8731442777972.13,20.64
2232,OECD members,,No,1996,,,,,25649031760273.7,20.64
2233,Other small states,,No,1996,,,,,73535877988.0817,20.64
2234,Pacific island small states,,No,1996,,,,,3939097726.92624,20.64
2235,Post-demographic dividend,,No,1996,,,,,24999441859313.7,20.64
2236,Pre-demographic dividend,,No,1996,,,,,173363219243.523,20.64
2237,Small states,,No,1996,,,,,100450040957.874,20.64
2238,South Asia,,No,1996,,,,,518624561849.029,20.64
2239,South Asia (IDA & IBRD),,No,1996,,,,,518624561849.029,20.64
2240,Sub-Saharan Africa,,No,1996,,,,,348828092040.987,20.64
2241,Sub-Saharan Africa (excluding high income),,No,1996,,,,,348321606632.535,20.64
2242,Sub-Saharan Africa (IDA & IBRD countries),,No,1996,,,,,348828092040.987,20.64
2243,Upper middle income,,No,1996,,,,,4119734461208.99,20.64
2244,World,,No,1996,,,,,31552679853240.2,20.64
2245,Albania,,No,1996,,,,,3314898291.75235,20.64
2246,Andorra,,No,1996,,,,,1223945356.62682,20.64
2247,Antigua and Barbuda,,No,1996,,,,,633730629.62963,20.64
2248,Armenia,,No,1996,,,,,1596968913.27897,20.64
2249,Aruba,,No,1996,,,,,1379888268.15642,20.64
2250,Austria,,No,1996,,,,,237250948791.266,20.64
2251,"Bahamas, The",,No,1996,,,,,3609000000.0,20.64
2252,Bangladesh,,No,1996,,,,,46438482370.3942,20.64
2253,Barbados,,No,1996,,,,,2411872918.01323,20.64
2254,Belize,,No,1996,,,,,641383800.0,20.64
2255,Benin,,No,1996,,,,,2361116587.86079,20.64
2256,Bermuda,,No,1996,,,,,2695390000.0,20.64
2257,Bhutan,,No,1996,,,,,316420860.852385,20.64
2258,Bolivia,,No,1996,,,,,7396966657.47054,20.64
2259,Bosnia and Herzegovina,,No,1996,,,,,2786045321.63743,20.64
2260,Botswana,,No,1996,,,,,4847752842.78924,20.64
2261,Brunei Darussalam,,No,1996,,,,,5115602836.87943,20.64
2262,Burkina Faso,,No,1996,,,,,2586550747.09844,20.64
2263,Burundi,,No,1996,,,,,869033856.317093,20.64
2264,Cabo Verde,,No,1996,,,,,501979069.274683,20.64
2265,Cambodia,,No,1996,,,,,3506695719.57259,20.64
2266,Cayman Islands,,No,1996,,,,,1012444074.07495,20.64
2267,Central African Republic,,No,1996,,,,,1007791186.20106,20.64
2268,Comoros,,No,1996,,,,,230495751.446593,20.64
2269,"Congo, Dem. Rep.",,No,1996,,,,,5771454939.62404,20.64
2270,"Congo, Rep.",,No,1996,,,,,2540697537.71673,20.64
2271,Costa Rica,,No,1996,,,,,11618286553.3677,20.64
2272,Cote d'Ivoire,,No,1996,,,,,12139234938.7863,20.64
2273,Cuba,,No,1996,,,,,25017300000.0,20.64
2274,Cyprus,,No,1996,,,,,9899623588.45671,20.64
2275,Czech Republic,,No,1996,,,,,66985765439.1937,20.64
2276,Djibouti,,No,1996,,,,,494004647.73437,20.64
2277,Dominica,,No,1996,,,,,236444444.444444,20.64
2278,Dominican Republic,,No,1996,,,,,18131813000.6281,20.64
2279,"Egypt, Arab Rep.",,No,1996,,,,,67629716981.1321,20.64
2280,El Salvador,,No,1996,,,,,10315500000.0,20.64
2281,Eritrea,,No,1996,,,,,693535954.190067,20.64
2282,Estonia,,No,1996,,,,,4746109767.1999,20.64
2283,Ethiopia,,No,1996,,,,,8547939730.62374,20.64
2284,Fiji,,No,1996,,,,,2129266728.42585,20.64
2285,Finland,,No,1996,,,,,132099404607.818,20.64
2286,French Polynesia,,No,1996,,,,,3954696873.74892,20.64
2287,"Gambia, The",,No,1996,,,,,848237108.56163,20.64
2288,Georgia,,No,1996,,,,,3094915505.9093,20.64
2289,Greenland,,No,1996,,,,,1197509786.67632,20.64
2290,Grenada,,No,1996,,,,,366911444.444444,20.64
2291,Guatemala,,No,1996,,,,,15674852771.1356,20.64
2292,Guinea,,No,1996,,,,,3869032270.91633,20.64
2293,Guinea-Bissau,,No,1996,,,,,270419779.418107,20.64
2294,Haiti,,No,1996,,,,,2907517543.3645,20.64
2295,Honduras,,No,1996,,,,,4034037162.16216,20.64
2296,"Hong Kong SAR, China",,No,1996,,,,,159717233621.659,20.64
2297,Hungary,,No,1996,,,,,46659796772.5473,20.64
2298,Iceland,,No,1996,,,,,7501950115.78947,20.64
2299,"Iran, Islamic Rep.",,No,1996,,,,,120403931885.441,20.64
2300,Ireland,,No,1996,,,,,75880630040.3226,20.64
2301,Isle of Man,,No,1996,,,,,1023086918.62768,20.64
2302,Israel,,No,1996,,,,,109957321960.084,20.64
2303,Jamaica,,No,1996,,,,,6504445801.34228,20.64
2304,Jordan,,No,1996,,,,,6928359238.36389,20.64
2305,Kenya,,No,1996,,,,,12045858436.2399,20.64
2306,Kiribati,,No,1996,,,,,66515376.7900462,20.64
2307,"Korea, Rep.",,No,1996,,,,,598099073901.423,20.64
2308,Kyrgyz Republic,,No,1996,,,,,1827570586.16784,20.64
2309,Lao PDR,,No,1996,,,,,1873671550.34636,20.64
2310,Latvia,,No,1996,,,,,5970044665.64574,20.64
2311,Lebanon,,No,1996,,,,,13690217333.2697,20.64
2312,Lesotho,,No,1996,,,,,946123275.88212,20.64
2313,Liberia,,No,1996,,,,,159400000.0,20.64
2314,Liechtenstein,,No,1996,,,,,2504033252.42718,20.64
2315,Lithuania,,No,1996,,,,,8385109020.28485,20.64
2316,Luxembourg,,No,1996,,,,,21776609771.987,20.64
2317,"Macao SAR, China",,No,1996,,,,,7122539666.59972,20.64
2318,"Macedonia, FYR",,No,1996,,,,,4422160017.54386,20.64
2319,Madagascar,,No,1996,,,,,3995028592.78722,20.64
2320,Malawi,,No,1996,,,,,2281039097.69299,20.64
2321,Maldives,,No,1996,,,,,450382327.952421,20.64
2322,Mali,,No,1996,,,,,2780422212.26995,20.64
2323,Malta,,No,1996,,,,,3570271557.88471,20.64
2324,Marshall Islands,,No,1996,,,,,110858000.0,20.64
2325,Mauritania,,No,1996,,,,,1442598431.0096,20.64
2326,Mauritius,,No,1996,,,,,4421943910.49749,20.64
2327,"Micronesia, Fed. Sts.",,No,1996,,,,,218845700.0,20.64
2328,Moldova,,No,1996,,,,,1695130456.52174,20.64
2329,Monaco,,No,1996,,,,,3137848783.08404,20.64
2330,Mongolia,,No,1996,,,,,1345719472.35883,20.64
2331,Mozambique,,No,1996,,,,,3523842274.89662,20.64
2332,Namibia,,No,1996,,,,,3945340776.40546,20.64
2333,Nepal,,No,1996,,,,,4521580381.47139,20.64
2334,New Caledonia,,No,1996,,,,,3606968433.92682,20.64
2335,Nicaragua,,No,1996,,,,,4308351902.78601,20.64
2336,Niger,,No,1996,,,,,1987770898.54334,20.64
2337,Palau,,No,1996,,,,,108203000.0,20.64
2338,Panama,,No,1996,,,,,9870494000.0,20.64
2339,Papua New Guinea,,No,1996,,,,,5155485419.7,20.64
2340,Paraguay,,No,1996,,,,,9788391732.82899,20.64
2341,Peru,,No,1996,,,,,55252414130.3019,20.64
2342,Portugal,,No,1996,,,,,122629812841.175,20.64
2343,Puerto Rico,,No,1996,,,,,45340835000.0,20.64
2344,Russian Federation,,No,1996,,,,,391719993756.828,20.64
2345,Rwanda,,No,1996,,,,,1382334879.40812,20.64
2346,Samoa,,No,1996,,,,,249908970.658971,20.64
2347,Senegal,,No,1996,,,,,5065830414.04947,20.64
2348,Seychelles,,No,1996,,,,,503068472.20266,20.64
2349,Sierra Leone,,No,1996,,,,,941742152.709895,20.64
2350,Slovak Republic,,No,1996,,,,,27821913814.9556,20.64
2351,Slovenia,,No,1996,,,,,21480023016.9972,20.64
2352,Solomon Islands,,No,1996,,,,,565163750.56079,20.64
2353,Sri Lanka,,No,1996,,,,,13897738375.2488,20.64
2354,St. Kitts and Nevis,,No,1996,,,,,318742962.962963,20.64
2355,St. Lucia,,No,1996,,,,,662196185.185185,20.64
2356,St. Vincent and the Grenadines,,No,1996,,,,,331489703.703704,20.64
2357,Sudan,,No,1996,,,,,9018243044.45155,20.64
2358,Suriname,,No,1996,,,,,860630922.693267,20.64
2359,Swaziland,,No,1996,,,,,1602760100.48147,20.64
2360,Switzerland,,No,1996,,,,,330091688349.515,20.64
2361,Syrian Arab Republic,,No,1996,,,,,13789560878.2435,20.64
2362,Tajikistan,,No,1996,,,,,1043893062.60575,20.64
2363,Tanzania,,No,1996,,,,,6496195450.61034,20.64
2364,Togo,,No,1996,,,,,1465448290.34132,20.64
2365,Tonga,,No,1996,,,,,219583570.094975,20.64
2366,Trinidad and Tobago,,No,1996,,,,,5759537726.26601,20.64
2367,Tuvalu,,No,1996,,,,,12334846.2320995,20.64
2368,Uganda,,No,1996,,,,,6044585326.938,20.64
2369,Uruguay,,No,1996,,,,,20515465834.0682,20.64
2370,Uzbekistan,,No,1996,,,,,13948892215.5689,20.64
2371,Vanuatu,,No,1996,,,,,245177633.168933,20.64
2372,"Venezuela, RB",,No,1996,,,,,68263823148.8138,20.64
2373,West Bank and Gaza,,No,1996,,,,,3409600000.0,20.64
2374,"Yemen, Rep.",,No,1996,,,,,5785685310.86668,20.64
2375,Zambia,,No,1996,,,,,3597220962.00017,20.64
2376,Zimbabwe,,No,1996,,,,,8553146600.0,20.64
2377,Algeria,Africa ,Yes,1997,846.1,170.61989041095893,373.1,5.2744109589041095,48177862501.9495,19.11
2378,Angola,Africa ,Yes,1997,713.594,35.78587930665324,660.7,0.0,7648377412.83277,19.11
2379,Argentina,Latin America,No,1997,834.101,497.8493150684931,,,292859000000.0,19.11
2380,Australia,OECD Asia Pacific,No,1997,427.757,847.3561643835617,177.8058082191781,364.80804,436097980904.68,19.11
2381,Azerbaijan,Other Eurasia,No,1997,178.926,121.39,5.69822,,3962710163.11167,19.11
2382,Bahrain,Middle East ,No,1997,182.426,,0.0,221.4,6349202393.61702,19.11
2383,Brazil,Latin America,No,1997,841.6,2079.720641770287,2.55006,574.537699,883199443413.729,19.11
2384,Brunei,Other Asia,No,1997,147.028,,160.85441,,,19.11
2385,Cameroon,Africa ,No,1997,100.0,,,,10833497457.5123,19.11
2386,Canada,OECD Americas,No,1997,1414.129,1958.9068493150685,1042.88529,764.0973698630137,652825364726.275,19.11
2387,Chad,Africa ,No,1997,0.0,,,,1544689502.82472,19.11
2388,Chile,OECD Americas,No,1997,8.506,233.7945205479452,,171.18,84952360922.4679,19.11
2389,China,China,No,1997,3254.433,3963.546528767123,397.65868,711.343562,961603952951.82,19.11
2390,Colombia,Latin America,No,1997,652.47,313.56164383561645,344.674,,106659508271.255,19.11
2391,Congo,Africa ,Yes,1997,246.079,1.4020544955829153,241.01136,0.0,,19.11
2392,Denmark,OECD Europe,No,1997,230.918,,,,173537588008.176,19.11
2393,Ecuador,Latin America,No,1997,381.777,146.63345205479453,261.29,0.0,28162053026.5133,19.11
2394,Egypt,Africa ,No,1997,822.571,460.2082191780822,313.4,0.0,,19.11
2395,Equatorial Guinea,Africa ,Yes,1997,49.642,0.8999999999999999,41.256939478517765,,442337849.474377,19.11
2396,Gabon,Africa ,Yes,1997,369.222,17.960502765206602,352.01612,0.0,5326816858.99586,19.11
2397,Ghana,Africa ,No,1997,7.0,,,,6891308593.75,19.11
2398,Guyana,Latin America,No,1997,0.0,,,,749138009.564539,19.11
2399,India,India,No,1997,678.6759999999999,1781.1123287671232,0.0,703.110575,410320300471.227,19.11
2400,Indonesia,Other Asia,No,1997,1330.403,949.6889505987688,806.288,175.795726,229713644057.536,19.11
2401,IR Iran,Middle East ,Yes,1997,3603.381,,2587.0,0.0802191780821917,,19.11
2402,Iraq,Middle East ,Yes,1997,1383.915,391.66947672136456,746.6,0.0,,19.11
2403,Kazakhstan,Other Eurasia,No,1997,476.989,207.9258904109589,324.20917,,22165932062.966,19.11
2404,Kuwait,Middle East ,Yes,1997,2007.1,176.5516712328767,1134.2,0.0,30354434553.2476,19.11
2405,Libya,Africa ,Yes,1997,1395.764,200.1423910528612,1115.7,0.0,30698633109.1343,19.11
2406,Malaysia,Other Asia,No,1997,616.267,468.93150684931504,356.21247,26.58049113233288,100005323301.867,19.11
2407,Mexico,OECD Americas,No,1997,3022.375,1887.5972602739728,1814.8372602739728,,480554644187.662,19.11
2408,Nigeria,Africa ,Yes,1997,1876.741,216.81772957777787,1855.5,0.0,35822342617.6978,19.11
2409,Norway,OECD Europe,No,1997,3062.881,,2833.35107,,161354369892.838,19.11
2410,Oman,Middle East ,No,1997,899.634,,,,15837451235.3706,19.11
2411,Qatar,Middle East ,No,1997,623.274,25.997853741611515,401.5,0.0,11297802115.3846,19.11
2412,Russia,Russia,No,1997,5955.825,2759.31709589041,2491.49841,80.29939726027398,,19.11
2413,Saudi Arabia,Middle East ,Yes,1997,8011.7,1183.0505860468595,6184.5,0.0,165963557409.88,19.11
2414,Sudans,Africa ,No,1997,5.384,,0.0,,,19.11
2415,Syrian Arab Rep.,Middle East ,No,1997,569.0,,,,,19.11
2416,Thailand,Other Asia,No,1997,26.15,765.7972602739726,,764.525466,150180268649.388,19.11
2417,United Arab Emirates,Middle East ,Yes,1997,2160.7,419.9063995491983,1949.0,0.0,78839008444.5655,19.11
2418,United Kingdom,OECD Europe,No,1997,2493.973,1810.0876712328768,1516.6652328767125,834.8932,1552483628028.81,19.11
2419,United States,OECD Americas,No,1997,6451.594,18901.74794520548,108.0,8225.0,8608515000000.0,19.11
2420,Venezuela,Latin America,Yes,1997,2411.0,472.428787021693,2210.8,0.0,,19.11
2421,Vietnam,Other Asia,No,1997,191.008,130.5095890410959,188.9,,26843700441.5482,19.11
2422,Yemen,Middle East ,No,1997,380.795,,,,,19.11
2423,Belarus,,No,1997,,182.69,,209.22,14128412417.193,19.11
2424,Belgium,,No,1997,,610.8027397260274,,662.0279178082192,254813599458.728,19.11
2425,Bulgaria,,No,1997,,113.76164383561644,,118.243945,11195630536.8928,19.11
2426,Croatia,,No,1997,,90.48219178082192,,74.18268493150686,23822087053.2091,19.11
2427,France,,No,1997,,1968.9068493150685,,1772.12422,1460709148123.17,19.11
2428,Germany,,No,1997,,2916.9780821917807,,2034.82314,2218689375140.99,19.11
2429,I.R.Iran,,No,1997,,1253.0660088536715,,,,19.11
2430,Italy,,No,1997,,1933.7013698630135,,1604.18943,1239050932241.93,19.11
2431,Japan,,No,1997,,5702.098630136987,,4601.84167,4414732843544.43,19.11
2432,Netherlands,,No,1997,,793.0356164383562,,1117.9785205479452,412199006098.938,19.11
2433,New Zealand,,No,1997,,126.25479452054796,,,66074513017.7142,19.11
2434,Pakistan,,No,1997,,345.986301369863,,,62433300338.0941,19.11
2435,Philippines,,No,1997,,390.02465753424656,,356.162822,82344260570.6685,19.11
2436,Poland,,No,1997,,391.0383561643836,,,159117799530.388,19.11
2437,Romania,,No,1997,,265.7260273972603,,128.407466,35838588169.6429,19.11
2438,Serbia,,No,1997,,95.74657534246576,,,24147996549.5662,19.11
2439,Singapore,,No,1997,,652.3835616438356,,1117.7437,100163995150.862,19.11
2440,South Africa,,No,1997,,455.9840105437964,,239.02910137883148,152586154513.889,19.11
2441,South Korea,,No,1997,,2255.002739726028,,2436.804684931507,,19.11
2442,Spain,,No,1997,,1266.1260273972605,,1129.41165,588692045454.545,19.11
2443,Syria,,No,1997,,244.03013698630136,,,,19.11
2444,Tunisia,,No,1997,,76.99178082191781,,,20746360430.4187,19.11
2445,Turkey,,No,1997,,630.4301369863014,,473.96736,189834649111.257,19.11
2446,Turkmenistan,,No,1997,,63.66,,,2450084970.24741,19.11
2447,Ukraine,,No,1997,,289.04931506849266,,179.63079452054797,50150399791.647,19.11
2448,Trinidad & Tobago,,No,1997,,,61.12785,40.51068493150685,,19.11
2449,Eqautorial Guinea,,No,1997,,,,0.0,,19.11
2450,Greece,,No,1997,,,,362.5838082191781,143157600024.959,19.11
2451,Morocco,,No,1997,,,,125.285479,39147844526.0838,19.11
2452,Sweden,,No,1997,,,,410.2162191780822,264477727278.681,19.11
2453,Arab World,,No,1997,,,,,613279452463.065,19.11
2454,Caribbean small states,,No,1997,,,,,25732097913.4072,19.11
2455,Central Europe and the Baltics,,No,1997,,,,,409177928370.546,19.11
2456,Early-demographic dividend,,No,1997,,,,,2893194179712.89,19.11
2457,East Asia & Pacific,,No,1997,,,,,7662988542672.2,19.11
2458,East Asia & Pacific (excluding high income),,No,1997,,,,,1577561090239.87,19.11
2459,East Asia & Pacific (IDA & IBRD countries),,No,1997,,,,,1574291540475.98,19.11
2460,Euro area,,No,1997,,,,,6959960583589.25,19.11
2461,Europe & Central Asia,,No,1997,,,,,10506307834799.2,19.11
2462,Europe & Central Asia (excluding high income),,No,1997,,,,,820131784781.859,19.11
2463,Europe & Central Asia (IDA & IBRD countries),,No,1997,,,,,979132756086.01,19.11
2464,European Union,,No,1997,,,,,9289515973951.65,19.11
2465,Heavily indebted poor countries (HIPC),,No,1997,,,,,139378996056.165,19.11
2466,High income,,No,1997,,,,,25641643763544.4,19.11
2467,IBRD only,,No,1997,,,,,5647276515792.42,19.11
2468,IDA & IBRD total,,No,1997,,,,,6026677999942.79,19.11
2469,IDA blend,,No,1997,,,,,158318501147.493,19.11
2470,IDA only,,No,1997,,,,,219709845492.706,19.11
2471,IDA total,,No,1997,,,,,377797938000.412,19.11
2472,Late-demographic dividend,,No,1997,,,,,3480282448432.12,19.11
2473,Latin America & Caribbean,,No,1997,,,,,2255377958184.28,19.11
2474,Latin America & Caribbean (excluding high income),,No,1997,,,,,2074269012890.99,19.11
2475,Latin America & the Caribbean (IDA & IBRD countries),,No,1997,,,,,2164600526788.25,19.11
2476,Least developed countries: UN classification,,No,1997,,,,,178034867660.155,19.11
